N,M,Implementation,Time,Cycles,Instructions,IPC,branch_miss_pct,llc_miss_pct,Seq
400,16,No Check,2.696554949,8852165892,7407517319,0.84,0.25,50.96,28
400,16,Pallene,2.760630232,9060846090,16641300135,1.84,0.09,49.33,29
400,16,LuaJIT 2.1,1.509314262,4935917014,11657029520,2.36,0.09,37.90,29
400,16,No Check,2.661730592,8734858906,7407516992,0.85,0.25,50.20,29
400,16,Pallene,2.729437966,8958308953,16641299340,1.86,0.09,49.44,30
400,16,LuaJIT 2.1,1.466436259,4791554447,11657070799,2.43,0.09,36.72,30
400,16,No Check,2.758618202,9054317148,7407517940,0.82,0.25,51.38,30
400,16,Pallene,2.797070419,9179713668,16641299362,1.81,0.09,49.98,31
400,16,LuaJIT 2.1,1.461658858,4778842821,11656903887,2.44,0.09,37.05,31
400,16,No Check,2.653403762,8705208061,7407516907,0.85,0.25,50.94,31
400,16,Pallene,2.721768645,8932633050,16641299774,1.86,0.09,49.82,32
400,16,LuaJIT 2.1,1.488345421,4867647443,11657168834,2.39,0.09,37.71,32
400,16,No Check,2.729386025,8956470165,7407516104,0.83,0.25,51.36,32
400,16,Pallene,2.752123945,9032978722,16641300339,1.84,0.09,49.41,33
400,16,LuaJIT 2.1,1.455349880,4755769613,11657074606,2.45,0.09,36.99,33
400,16,No Check,2.686652858,8817411207,7407517298,0.84,0.25,51.06,33
400,16,Pallene,2.755665481,9046314044,16641300122,1.84,0.09,49.46,34
400,16,LuaJIT 2.1,1.464897820,4789156642,11657075867,2.43,0.09,37.32,34
400,16,No Check,2.678921975,8791872905,7407518225,0.84,0.25,49.83,34
400,16,Pallene,2.737274681,8985472832,16641297885,1.85,0.09,49.43,35
400,16,LuaJIT 2.1,1.496664745,4894670382,11656994672,2.38,0.09,37.36,35
400,16,No Check,2.687725864,8821317030,7407516080,0.84,0.25,50.46,35
400,16,Pallene,2.717292564,8915433933,16641298128,1.87,0.09,49.17,36
400,16,LuaJIT 2.1,1.458283564,4768407674,11657029020,2.44,0.09,36.76,36
400,16,No Check,2.702745526,8868926845,7407517558,0.84,0.25,50.62,36
400,16,Pallene,2.723547878,8936363610,16641297950,1.86,0.09,49.81,37
400,16,LuaJIT 2.1,1.488970211,4869031321,11657005537,2.39,0.09,37.41,37
400,16,No Check,2.722185240,8933873925,7407517144,0.83,0.25,50.93,37
400,16,Pallene,2.773187741,9100865107,16641300025,1.83,0.09,49.63,38
400,16,LuaJIT 2.1,1.499536576,4902935085,11656965620,2.38,0.09,37.74,38
400,16,No Check,2.692556130,8836620013,7407517870,0.84,0.25,50.68,38
400,16,Pallene,2.719745959,8928147808,16641299628,1.86,0.09,49.90,39
400,16,LuaJIT 2.1,1.485016038,4858096684,11657038421,2.40,0.09,37.73,39
400,16,No Check,2.687381785,8820226376,7407517526,0.84,0.25,50.79,39
400,16,Pallene,2.752324881,9032949605,16641300265,1.84,0.09,49.44,40
400,16,LuaJIT 2.1,1.505587836,4923885019,11657089559,2.37,0.09,37.96,40
400,16,No Check,2.652012633,8705780005,7407517555,0.85,0.25,50.92,40
400,16,Pallene,2.750679176,9027755114,16641298812,1.84,0.09,49.87,41
400,16,LuaJIT 2.1,1.469699983,4807658134,11657020669,2.42,0.09,36.97,41
400,16,No Check,2.688048239,8821705356,7407517419,0.84,0.25,51.24,41
400,16,Pallene,2.741380177,8997091618,16641299765,1.85,0.09,49.56,42
400,16,LuaJIT 2.1,1.466687534,4796378826,11656981186,2.43,0.09,37.39,42
400,16,No Check,2.704111060,8876379921,7407517301,0.83,0.25,50.90,42
800,2,Pallene,2.928223942,9577266487,16689118223,1.74,0.04,49.58,1
800,2,LuaJIT 2.1,1.535857462,5024935993,11484168011,2.29,0.04,38.98,1
800,2,No Check,2.948907444,9651278371,7464148044,0.77,0.13,52.30,1
800,2,Pallene,2.918356688,9551065304,16689117499,1.75,0.04,49.05,2
800,2,LuaJIT 2.1,1.531646975,5012234348,11484164590,2.29,0.04,39.28,2
800,2,No Check,2.901591534,9498690998,7464147353,0.79,0.13,52.46,2
800,2,Pallene,2.855266207,9344806790,16689117826,1.79,0.04,49.13,3
800,2,LuaJIT 2.1,1.519727304,4970251097,11484131225,2.31,0.04,39.64,3
800,2,No Check,2.859626980,9360415932,7464148130,0.80,0.13,52.21,3
800,2,Pallene,2.854623032,9342795076,16689117824,1.79,0.04,49.16,4
800,2,LuaJIT 2.1,1.508379005,4932053654,11484193098,2.33,0.04,39.14,4
800,2,No Check,2.863957809,9371084886,7464147178,0.80,0.13,51.98,4
800,2,Pallene,2.872777138,9401519812,16689116299,1.78,0.04,48.72,5
800,2,LuaJIT 2.1,1.519803691,4971838528,11484167875,2.31,0.04,38.88,5
800,2,No Check,2.869295540,9389682562,7464147041,0.79,0.13,51.86,5
800,2,Pallene,2.863025741,9370059061,16689118734,1.78,0.04,48.68,6
800,2,LuaJIT 2.1,1.522823701,4979564248,11484217436,2.31,0.04,38.39,6
800,2,No Check,2.845124200,9311278686,7464148701,0.80,0.13,51.29,6
800,2,Pallene,2.847637123,9319194435,16689117459,1.79,0.04,49.04,7
800,2,LuaJIT 2.1,1.505991484,4923681358,11484189699,2.33,0.04,38.71,7
800,2,No Check,2.860846845,9359109784,7464147482,0.80,0.13,51.89,7
800,2,Pallene,2.881850973,9432107188,16689116293,1.77,0.04,49.24,8
800,2,LuaJIT 2.1,1.501173271,4911815576,11484202802,2.34,0.04,38.69,8
800,2,No Check,2.825515109,9250584643,7464148855,0.81,0.13,52.24,8
800,2,Pallene,2.861294516,9361379080,16689115900,1.78,0.04,48.79,9
800,2,LuaJIT 2.1,1.508606906,4933155977,11484228631,2.33,0.04,38.45,9
800,2,No Check,2.855537821,9341713359,7464148379,0.80,0.13,52.23,9
800,2,Pallene,2.873652831,9405894355,16689118323,1.77,0.04,48.80,10
800,2,LuaJIT 2.1,1.511164653,4940268948,11484228670,2.32,0.04,38.41,10
800,2,No Check,2.887980988,9452942847,7464148547,0.79,0.13,52.00,10
800,2,Pallene,2.875028280,9407683721,16689117173,1.77,0.04,48.82,11
800,2,LuaJIT 2.1,1.502735476,4915913832,11484245512,2.34,0.04,39.47,11
800,2,No Check,2.858928760,9359717626,7464147755,0.80,0.13,52.39,11
800,2,Pallene,2.858470550,9351313014,16689117148,1.78,0.04,49.17,12
800,2,LuaJIT 2.1,1.501255541,4911578674,11484139057,2.34,0.04,39.50,12
800,2,No Check,2.819262916,9227761775,7464147488,0.81,0.13,52.13,12
800,2,Pallene,2.866775541,9378453026,16689116901,1.78,0.04,48.90,13
800,2,LuaJIT 2.1,1.503595713,4914897289,11484143908,2.34,0.04,39.19,13
800,2,No Check,2.933326942,9596260461,7464148253,0.78,0.13,51.22,13
800,2,Pallene,2.866072598,9380459431,16689117893,1.78,0.04,48.76,14
800,2,LuaJIT 2.1,1.510294725,4938144388,11484209034,2.33,0.04,38.66,14
800,2,No Check,2.877081444,9417164623,7464147148,0.79,0.13,51.90,14
800,2,Pallene,2.843001503,9304058752,16689116894,1.79,0.04,48.65,15
800,2,LuaJIT 2.1,1.496765518,4895499062,11484228821,2.35,0.04,38.48,15
800,2,No Check,2.851689302,9333227234,7464149255,0.80,0.13,50.76,15
800,2,Pallene,2.867425626,9380656584,16689116985,1.78,0.04,47.58,16
800,2,LuaJIT 2.1,1.507066563,4926097420,11484190725,2.33,0.04,38.56,16
800,2,No Check,2.893827236,9473349062,7464147500,0.79,0.13,50.88,16
800,2,Pallene,2.867925497,9385681037,16689117852,1.78,0.04,47.65,17
800,2,LuaJIT 2.1,1.509151707,4936046676,11484238185,2.33,0.04,38.22,17
800,2,No Check,2.879712404,9425288559,7464146930,0.79,0.13,50.84,17
800,2,Pallene,2.871606071,9398269045,16689117176,1.78,0.04,49.17,18
800,2,LuaJIT 2.1,1.507468136,4929208669,11484225238,2.33,0.04,39.32,18
800,2,No Check,2.844364840,9306553963,7464147235,0.80,0.13,50.65,18
800,2,Pallene,2.878625291,9419428526,16689117430,1.77,0.04,47.72,19
800,2,LuaJIT 2.1,1.509482302,4940018079,11484165298,2.32,0.04,39.32,19
800,2,No Check,2.865145630,9379245017,7464147010,0.80,0.13,50.58,19
800,2,Pallene,2.847025766,9316752461,16689117942,1.79,0.04,47.64,20
800,2,LuaJIT 2.1,1.503698597,4915174076,11484201357,2.34,0.04,38.60,20
800,2,No Check,2.856493908,9350075470,7464149414,0.80,0.13,50.69,20
800,2,Pallene,2.875030750,9405235513,16689117646,1.77,0.04,47.79,21
800,2,LuaJIT 2.1,1.512354261,4945436869,11484175953,2.32,0.04,38.55,21
800,2,No Check,2.832251417,9268298529,7464148250,0.81,0.13,51.72,21
800,2,Pallene,2.863121601,9368801949,16689117292,1.78,0.04,48.86,22
800,2,LuaJIT 2.1,1.509191941,4935300807,11484167715,2.33,0.04,38.31,22
800,2,No Check,2.864637230,9372495205,7464148151,0.80,0.13,50.75,22
800,2,Pallene,2.876747081,9409461437,16689117981,1.77,0.04,47.75,23
800,2,LuaJIT 2.1,1.515294543,4956993816,11484208077,2.32,0.04,38.55,23
800,2,No Check,2.879169591,9422787404,7464149032,0.79,0.13,50.85,23
800,2,Pallene,2.853445626,9338404217,16689118862,1.79,0.04,48.73,24
800,2,LuaJIT 2.1,1.510691857,4939479146,11484171245,2.32,0.04,39.25,24
800,2,No Check,2.851788365,9334412467,7464147429,0.80,0.13,51.75,24
800,2,Pallene,2.864749674,9373407199,16689117513,1.78,0.04,47.69,25
800,2,LuaJIT 2.1,1.510612024,4939392115,11484189704,2.33,0.04,38.07,25
800,2,No Check,2.845480998,9312448655,7464146891,0.80,0.13,51.67,25
800,2,Pallene,2.862765441,9368419326,16689117720,1.78,0.04,48.93,26
800,2,LuaJIT 2.1,1.504465642,4918681077,11484200933,2.33,0.04,38.41,26
800,2,No Check,2.860446613,9359412246,7464147819,0.80,0.13,50.81,26
800,2,Pallene,2.879975215,9424354931,16689116574,1.77,0.04,48.85,27
800,2,LuaJIT 2.1,1.503472482,4916449644,11484160398,2.34,0.04,38.83,27
800,2,No Check,2.844545497,9308305840,7464147407,0.80,0.13,51.76,27
800,2,Pallene,2.840582677,9294774813,16689117097,1.80,0.04,48.77,28
800,2,LuaJIT 2.1,1.500236225,4905194350,11484255416,2.34,0.04,39.39,28
800,2,No Check,2.841460322,9302288022,7464146739,0.80,0.13,51.63,28
800,2,Pallene,2.877918552,9415551426,16689117745,1.77,0.04,47.62,29
800,2,LuaJIT 2.1,1.506175120,4926177138,11484173133,2.33,0.04,38.35,29
800,2,No Check,2.814671680,9211875049,7464146413,0.81,0.13,52.10,29
800,2,Pallene,2.847618541,9317472664,16689117539,1.79,0.04,47.71,30
800,2,LuaJIT 2.1,1.501371317,4912667591,11484226248,2.34,0.04,38.57,30
800,2,No Check,2.834405704,9276337481,7464146692,0.80,0.13,50.73,30
800,2,Pallene,2.836847483,9284952533,16689117839,1.80,0.04,48.93,31
800,2,LuaJIT 2.1,1.497185834,4894465940,11484208685,2.35,0.04,39.07,31
800,2,No Check,2.811727447,9202706932,7464147198,0.81,0.13,51.88,31
800,2,Pallene,2.840689167,9299131542,16689117128,1.79,0.04,48.74,32
800,2,LuaJIT 2.1,1.497936786,4901884593,11484135132,2.34,0.04,39.04,32
800,2,No Check,2.813280240,9209842269,7464147200,0.81,0.13,51.76,32
800,2,Pallene,2.840034898,9294314382,16689116887,1.80,0.04,47.68,33
800,2,LuaJIT 2.1,1.496326235,4895120981,11484167836,2.35,0.04,38.79,33
800,2,No Check,2.860314674,9362700656,7464147897,0.80,0.13,51.75,33
800,2,Pallene,2.839338706,9291484365,16689117699,1.80,0.04,48.68,34
800,2,LuaJIT 2.1,1.505582686,4925052336,11484150428,2.33,0.04,38.99,34
800,2,No Check,2.836834905,9282543541,7464147177,0.80,0.13,51.67,34
800,2,Pallene,2.849607030,9325166805,16689117460,1.79,0.04,48.92,35
800,2,LuaJIT 2.1,1.513487289,4951770174,11484262388,2.32,0.04,38.60,35
800,2,No Check,2.856779826,9346925530,7464148182,0.80,0.13,50.73,35
800,2,Pallene,2.863127748,9364352173,16689116533,1.78,0.04,49.19,36
800,2,LuaJIT 2.1,1.511244656,4942093470,11484253342,2.32,0.04,38.95,36
800,2,No Check,2.838685891,9289495024,7464149003,0.80,0.13,50.64,36
800,2,Pallene,2.842974745,9303067891,16689116795,1.79,0.04,49.16,37
800,2,LuaJIT 2.1,1.639507502,5342143363,11484150989,2.15,0.04,40.44,37
800,2,No Check,3.103940899,10144895404,7464147055,0.74,0.13,53.21,37
800,2,Pallene,3.114696005,10189414962,16689117432,1.64,0.04,49.67,38
800,2,LuaJIT 2.1,1.714709156,5475392440,11484223960,2.10,0.04,40.51,38
800,2,No Check,3.120049474,10189020778,7464147099,0.73,0.13,53.33,38
800,2,Pallene,3.081445743,10059946868,16689117209,1.66,0.04,49.32,39
800,2,LuaJIT 2.1,1.669899206,5444452161,11484182703,2.11,0.04,40.60,39
800,2,No Check,2.835915700,9279068092,7464147694,0.80,0.13,50.79,39
800,2,Pallene,2.843561932,9302281425,16689117970,1.79,0.04,49.18,40
800,2,LuaJIT 2.1,1.492767531,4880679979,11484149593,2.35,0.04,39.45,40
800,2,No Check,2.833006672,9268349576,7464147295,0.81,0.13,50.73,40
800,2,Pallene,2.853911946,9340443399,16689117583,1.79,0.04,48.84,41
800,2,LuaJIT 2.1,1.490066294,4872012718,11484163282,2.36,0.04,38.46,41
800,2,No Check,2.842482609,9301495783,7464146321,0.80,0.13,51.88,41
800,2,Pallene,2.863752380,9367168046,16689117948,1.78,0.04,48.97,42
800,2,LuaJIT 2.1,1.479707872,4839133940,11484150651,2.37,0.04,38.54,42
800,2,No Check,2.826036373,9245228461,7464147774,0.81,0.13,52.26,42
